workload,variant,run,deadline_success_rate,average_response_time,system_utilization,total_energy_consumed
heavy,No_Deadline,4,0.78,1.2507211983076947,0.6679257340383459,67.7298561291602
heavy,No_Deadline,5,0.84,0.8284382121958892,0.7337473014173118,55.73780497255724
heavy,No_Deadline,6,0.88,0.8471315434177592,0.7335432658162039,64.12663779782774
heavy,No_Deadline,7,0.93,0.808103239004848,0.7697532924182643,65.52184606564896
heavy,No_Deadline,8,0.86,1.0932785594068357,0.7644521842466228,67.22090059352513
heavy,No_Deadline,9,0.93,0.7274922820015189,0.7093213853359143,59.58950532193812
heavy,No_Deadline,10,0.92,0.6902851106930554,0.7097982248888788,57.080050513141416
heavy,No_Deadline,11,0.88,0.8332714392194407,0.7897479430592322,57.895478670449535
heavy,No_Deadline,12,1.0,0.5987818073350699,0.6383571399397919,55.27538822230851
heavy,No_Deadline,13,0.9,0.787975154185454,0.6598587805463448,61.43624102130357
heavy,No_Deadline,14,0.92,0.7260828487938805,0.6685111085767906,59.62025308212897
heavy,No_Deadline,15,0.91,0.7993920459688094,0.7727239223516755,64.05101549308509
heavy,No_Deadline,16,0.94,0.6756138048738921,0.6805314741143889,59.11903895114651
heavy,No_Deadline,17,0.95,0.7017263728093627,0.7229207206875373,61.22560113461749
heavy,No_Deadline,18,0.8,1.0499149429021657,0.7587923300017413,64.45600109455795
heavy,No_Deadline,19,0.82,1.2779999149409889,0.7693713867567986,68.50444295213444
heavy,No_Deadline,20,0.96,0.6457595869954015,0.6125259431159291,59.32003347044271
heavy,No_Deadline,21,0.94,0.8726572139896287,0.6235480185559636,71.57167562633346
heavy,No_Deadline,22,0.9,0.693492199687694,0.704526571236655,56.515478387196865
heavy,No_Deadline,23,0.93,0.7279361045835426,0.7108469562294908,65.31870778213703
heavy,No_Deadline,24,0.81,1.1005569335369536,0.8251421197637688,64.20863123725225
heavy,No_Deadline,25,0.91,0.768446731468634,0.7704607380607749,58.214066532580816
heavy,No_Deadline,26,0.77,1.4115843787079316,0.6548347993817388,71.63417223609814
heavy,No_Deadline,27,0.85,1.117255878610694,0.7439970264166776,68.53473223546916
heavy,No_Deadline,28,0.92,0.6959521525678314,0.7125468717985709,60.44982192056152
heavy,No_Deadline,29,0.86,0.8739875618025753,0.7287718115019445,64.62688439728426
heavy,No_Deadline,30,0.93,0.8694357864420296,0.7500588154043966,64.04836819634724
heavy,No_Execution,1,0.83,1.3905979067291105,0.7190743548540827,65.32725515220211
heavy,No_Execution,2,0.88,1.0976017420899469,0.7707937580207994,65.73179305410751
heavy,No_Execution,3,0.83,1.2307318646107246,0.5988757166757842,62.784598422389095
heavy,No_Execution,4,0.72,1.5745789814168065,0.680614104041121,64.4758665944231
heavy,No_Execution,5,0.82,1.0705222997422488,0.6365437945662042,55.60953858762092
heavy,No_Execution,6,0.82,1.0810689086387308,0.7680445420632699,63.33565424544433
heavy,No_Execution,7,0.84,1.269570080734051,0.6500510765993482,68.35111692829332
heavy,No_Execution,8,0.83,1.347240298724871,0.8006964928010633,65.3390245263957
heavy,No_Execution,9,0.85,1.3575875637791406,0.5599939343856883,58.62180586033644
heavy,No_Execution,10,0.82,1.045489066573868,0.7316887926931191,56.4659206798991
heavy,No_Execution,11,0.79,1.2035824356504186,0.6944214047776277,57.73014209103751
heavy,No_Execution,12,0.86,1.247261781897757,0.5483810490663866,57.95202604958352
heavy,No_Execution,13,0.87,1.1990226792650902,0.6838078208195096,60.23989704420573
heavy,No_Execution,14,0.8,1.1115780908288422,0.5691235469256184,60.85030767952415
heavy,No_Execution,15,0.81,1.277527565240228,0.6931144102670407,63.7313842446904
heavy,No_Execution,16,0.79,0.976678817401428,0.6723191924594176,61.28296870656578
heavy,No_Execution,17,0.86,1.2528767054304386,0.6130942016387135,60.8636896401522
heavy,No_Execution,18,0.84,1.2073028316699976,0.7936491379752071,63.254766217228564
heavy,No_Execution,19,0.82,1.40678344983509,0.7633514243770444,66.20600888824687
heavy,No_Execution,20,0.81,1.2021305590251359,0.6192108447683246,61.383128095041855
heavy,No_Execution,21,0.91,1.2554603307071057,0.6417729754499856,70.37427315174942
heavy,No_Execution,22,0.89,1.1352495170338852,0.6482199904620602,59.946543415753936
heavy,No_Execution,23,0.88,1.085998982239946,0.6445084222121273,66.17551672589833
heavy,No_Execution,24,0.73,1.7253152662466211,0.6085746463078038,64.38162612498138
heavy,No_Execution,25,0.83,1.211565283194344,0.6620178177716258,58.5999185916106
heavy,No_Execution,26,0.79,1.3909438163585575,0.778194794229353,67.93251161775369
heavy,No_Execution,27,0.8,1.2005627909036412,0.7561291395737312,66.32089238214387
heavy,No_Execution,28,0.88,1.0992996777951933,0.6555011297113666,59.74177118565751
heavy,No_Execution,29,0.81,1.3565237709641425,0.6483190105010025,66.66731831266024
heavy,No_Execution,30,0.82,1.069423732752056,0.7825953049413635,62.23864591376953
heavy,No_Capacity,1,0.61,2.0091756165193346,0.5455846490367554,60.04359081502635
heavy,No_Capacity,2,0.66,2.0167469663054765,0.5458122159258942,66.07264632165166
heavy,No_Capacity,3,0.7,1.713923109854935,0.5834456565997764,61.85111707187211
heavy,No_Capacity,4,0.63,2.123243010007679,0.5974400492827776,65.24616015889976
heavy,No_Capacity,5,0.69,1.7640432636792314,0.5522004381797647,50.622514543790274
heavy,No_Capacity,6,0.57,2.002650104828227,0.557542923024089,62.96887482310217
heavy,No_Capacity,7,0.66,1.9388305755825288,0.5448852494007272,63.07012785771546
heavy,No_Capacity,8,0.61,2.1608167118649506,0.5770478601701664,65.00276020915067
heavy,No_Capacity,9,0.69,1.9400763016750928,0.49908042332874203,55.18276608140478
heavy,No_Capacity,10,0.72,1.6847406077408542,0.5213086666562509,59.99501643386172
heavy,No_Capacity,11,0.68,1.9163035331997693,0.6002073493017286,57.501966022273436
heavy,No_Capacity,12,0.64,1.8464246800646016,0.5420666338096158,55.7841236605704
heavy,No_Capacity,13,0.6,1.9218178409405555,0.5377209353537119,62.352555558527385
heavy,No_Capacity,14,0.57,1.9681923434393789,0.5287512425315993,63.73571214636061
heavy,No_Capacity,15,0.67,1.9388184741452879,0.5204463734845689,61.4097230353554
heavy,No_Capacity,16,0.77,1.6606154555466397,0.6164266186624641,58.88100111736682
heavy,No_Capacity,17,0.63,2.008096420928642,0.5693776268473767,63.37910735418966
heavy,No_Capacity,18,0.6,1.9664212600217237,0.6105249078784896,65.62468351418622
heavy,No_Capacity,19,0.61,2.2129989302098765,0.6242904477318554,65.16787788429204
heavy,No_Capacity,20,0.68,1.8102795246090864,0.5558693653157019,63.39706422104166
heavy,No_Capacity,21,0.74,2.2058823410990853,0.5645821933024009,71.94942504167359
heavy,No_Capacity,22,0.64,1.6919364698580637,0.5193443411609991,53.60592230305777
heavy,No_Capacity,23,0.66,2.1077710768454523,0.4922489501875369,63.65060647710756
heavy,No_Capacity,24,0.66,2.027532258755987,0.5749351206718222,58.717013096305166
heavy,No_Capacity,25,0.65,1.8020303502858528,0.5704802288262598,57.686864311243426
heavy,No_Capacity,26,0.65,2.2477688591244642,0.6569155811775751,66.29648559407786
heavy,No_Capacity,27,0.57,2.0196444627870034,0.5958166238259435,62.52400156613929
heavy,No_Capacity,28,0.72,1.8361290488202813,0.50256824888109,55.93963931270528
heavy,No_Capacity,29,0.65,2.018231438008048,0.5793720167676142,62.33830422274109
heavy,No_Capacity,30,0.66,1.9081217369048604,0.5701871698521851,59.26575680624914
heavy,No_Energy,1,0.78,1.6243512047997606,0.5463034225755675,61.548398237774094
heavy,No_Energy,2,0.73,1.4488190051435563,0.5880535453410176,68.96368469446851
heavy,No_Energy,3,0.69,1.549234378248485,0.536399766255448,56.68251898451817
heavy,No_Energy,4,0.75,1.8142887423078973,0.5900165772148085,63.54753722191924
heavy,No_Energy,5,0.82,1.1851164059013615,0.6107786220617835,56.70753807233288
heavy,No_Energy,6,0.72,1.5051040084399951,0.5627376825421507,62.50830549841329
heavy,No_Energy,7,0.69,1.7216966431795757,0.579346995903309,62.92015656817503
heavy,No_Energy,8,0.83,1.7002250226683133,0.5822277647497089,63.56769768609966
heavy,No_Energy,9,0.8,1.4613542482465762,0.5795166855215459,59.98641141570231
heavy,No_Energy,10,0.76,1.4441450797873796,0.5303070685785022,59.98875294087645
heavy,No_Energy,11,0.81,1.3654288163804802,0.5688516365755064,55.40535708331315
heavy,No_Energy,12,0.78,1.3754344875334394,0.5245204527106331,53.63339277169254
heavy,No_Energy,13,0.84,1.506969421253554,0.5912606847463688,57.82001453071388
heavy,No_Energy,14,0.79,1.3573509632788368,0.6059287986914718,57.665745575867405
heavy,No_Energy,15,0.79,1.483682604864513,0.5285573979678312,64.17831337972802
heavy,No_Energy,16,0.83,1.0590861285562423,0.6345447248131947,57.29701361167538
heavy,No_Energy,17,0.76,1.6265753204348883,0.549438399042968,60.09316369377585
heavy,No_Energy,18,0.81,1.417307921261073,0.6264066793405138,58.49236202053214
heavy,No_Energy,19,0.79,1.7248342270717074,0.6424745419057759,65.32865056066747
heavy,No_Energy,20,0.85,1.4630070619967745,0.5456051117726838,59.58856913115055
heavy,No_Energy,21,0.77,1.7995862818213133,0.5259461339585674,68.95966097018919
heavy,No_Energy,22,0.82,1.3989390366661554,0.4888757672565321,54.48868823898255
heavy,No_Energy,23,0.8,1.5195875329849409,0.4789365793209086,62.449715455346265
heavy,No_Energy,24,0.75,1.601297214448758,0.6520129966226752,64.83052769963399
heavy,No_Energy,25,0.73,1.4958301876321392,0.5782179629893865,57.492289119808675
heavy,No_Energy,26,0.75,1.7571351761212604,0.6669939683631465,66.50371136849294
heavy,No_Energy,27,0.79,1.5156751405057194,0.6040594979188018,62.58987391272157
heavy,No_Energy,28,0.73,1.4344718979017967,0.4997269720934755,59.855706338041
heavy,No_Energy,29,0.74,1.5877562880884424,0.5954568736661211,60.029294113405456
heavy,No_Energy,30,0.82,1.484241343409439,0.6106281333930906,62.89969980808513
